Gravité	Code	Description	Projet	Fichier	Ligne	État de la suppression
Avertissement		use 'using' instead of 'typedef' [modernize-use-using]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	18	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	37	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	37	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	37	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	37	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	37	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [hicpp-explicit-conversions]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	37	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	42	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	42	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	42	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	42	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	42	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	42	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	45	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	45	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	45	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	45	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	45	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	45	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	48	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	48	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	48	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	48	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	48	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	48	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	51	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	51	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	51	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	51	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	51	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	51	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	54	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	54	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	54	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	54	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	54	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	54	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	57	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	57	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	57	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	57	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	57	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	57	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	60	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	60	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	60	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	60	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	60	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	60	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	63	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	63	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	63	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	63	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	63	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	63	
Avertissement		cannot overload 'operator==' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	66	
Avertissement		cannot overload 'operator==' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	66	
Avertissement		cannot overload 'operator==' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	66	
Avertissement		cannot overload 'operator==' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	66	
Avertissement		cannot overload 'operator==' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	66	
Avertissement		cannot overload 'operator==' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	66	
Avertissement		cannot overload 'operator<<' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	67	
Avertissement		cannot overload 'operator<<' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	67	
Avertissement		cannot overload 'operator<<' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	67	
Avertissement		cannot overload 'operator<<' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	67	
Avertissement		cannot overload 'operator<<' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	67	
Avertissement		cannot overload 'operator<<' [fuchsia-overloaded-operator]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	67	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	77	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	77	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	77	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	77	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	77	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	77	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	82	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	82	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	82	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	82	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	82	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	82	
Avertissement		parameter 'groupId' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions [readability-avoid-const-params-in-decls]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	87	
Avertissement		parameter 'groupId' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions [readability-avoid-const-params-in-decls]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	87	
Avertissement		parameter 'groupId' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions [readability-avoid-const-params-in-decls]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	87	
Avertissement		parameter 'groupId' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions [readability-avoid-const-params-in-decls]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	87	
Avertissement		parameter 'groupId' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions [readability-avoid-const-params-in-decls]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	87	
Avertissement		parameter 'groupId' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions [readability-avoid-const-params-in-decls]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\block.hpp	87	
Avertissement		header guard does not follow preferred style [llvm-header-guard]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	5	
Avertissement		header guard does not follow preferred style [llvm-header-guard]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	5	
Avertissement		header guard does not follow preferred style [llvm-header-guard]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	5	
Avertissement		header guard does not follow preferred style [llvm-header-guard]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	5	
Avertissement		#includes are not sorted properly [llvm-include-order]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	7	
Avertissement		#includes are not sorted properly [llvm-include-order]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	7	
Avertissement		#includes are not sorted properly [llvm-include-order]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	7	
Avertissement		#includes are not sorted properly [llvm-include-order]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	7	
Avertissement		do not use namespace using-directives; use using-declarations instead [google-build-using-namespace]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	12	
Avertissement		do not use namespace using-directives; use using-declarations instead [google-build-using-namespace]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	12	
Avertissement		using declarations in the global namespace in headers are prohibited [google-global-names-in-headers]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	12	
Avertissement		using declarations in the global namespace in headers are prohibited [google-global-names-in-headers]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	12	
Avertissement		do not use namespace using-directives; use using-declarations instead [google-build-using-namespace]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	12	
Avertissement		using declarations in the global namespace in headers are prohibited [google-global-names-in-headers]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	12	
Avertissement		using declarations in the global namespace in headers are prohibited [google-global-names-in-headers]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	12	
Avertissement		do not use namespace using-directives; use using-declarations instead [google-build-using-namespace]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	12	
Avertissement		class 'Blockgraph' defines a non-default destructor, a copy constructor and a copy assignment operator but does not define a move constructor or a move assignment operator [hicpp-special-member-functions]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	14	
Avertissement		class 'Blockgraph' defines a non-default destructor, a copy constructor and a copy assignment operator but does not define a move constructor or a move assignment operator [hicpp-special-member-functions]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	14	
Avertissement		class 'Blockgraph' defines a non-default destructor, a copy constructor and a copy assignment operator but does not define a move constructor or a move assignment operator [cppcoreguidelines-special-member-functions]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	14	
Avertissement		class 'Blockgraph' defines a non-default destructor, a copy constructor and a copy assignment operator but does not define a move constructor or a move assignment operator [cppcoreguidelines-special-member-functions]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	14	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	19	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	19	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [hicpp-explicit-conversions]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	19	
Avertissement		single-argument constructors must be marked explicit to avoid unintentional implicit conversions [google-explicit-constructor]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	19	
Avertissement		non-const reference parameter 'newBlock', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	61	
Avertissement		non-const reference parameter 'newBlock', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	61	
Avertissement		non-const reference parameter 'newBlock', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	61	
Avertissement		non-const reference parameter 'newBlock', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	61	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	66	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	66	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	66	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	66	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	117	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	117	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	117	
Avertissement		non-const reference parameter 'block', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	117	
Avertissement		non-const reference parameter 't', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	119	
Avertissement		non-const reference parameter 't', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	119	
Avertissement		non-const reference parameter 't', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	119	
Avertissement		non-const reference parameter 't', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	119	
Avertissement		non-const reference parameter 't', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	124	
Avertissement		non-const reference parameter 't', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	124	
Avertissement		non-const reference parameter 't', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	124	
Avertissement		non-const reference parameter 't', make it const or use a pointer [google-runtime-references]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	124	
Avertissement		redundant void argument list in function declaration [modernize-redundant-void-arg]	Linux-GCC-Debug-WithGreenSDK	C:\Dev\b4mesh\sources\core_engine\includes\impl\b4mesh\core_engine\blockgraph.hpp	126	
